Cancer,Year,Sex,Age,Risk,Risk_1_X,Type
Melanoma of the skin,2007,Males,before age 55,0.0829,1206.0,Death
Melanoma of the skin,2007,Males,before age 60,0.1250,800.0,Death
Melanoma of the skin,2007,Males,before age 65,0.2042,490.0,Death
Melanoma of the skin,2007,Males,before age 70,0.3039,329.0,Death
Melanoma of the skin,2007,Males,before age 75,0.4621,216.0,Death
Melanoma of the skin,2007,Males,before age 80,0.6517,153.0,Death
Melanoma of the skin,2007,Males,before age 85,0.8611,116.0,Death
Melanoma of the skin,2007,Males,before age 90,1.0507,95.0,Death
Melanoma of the skin,2007,Males,Lifetime,1.2048,83.0,Death
Melanoma of the skin,2007,Females,before age  5,0.0000,,Death
Melanoma of the skin,2007,Females,before age 10,0.0000,,Death
Melanoma of the skin,2007,Females,before age 15,0.0000,,Death
Melanoma of the skin,2007,Females,before age 20,0.0000,,Death
Melanoma of the skin,2007,Females,before age 25,0.0019,,Death
Melanoma of the skin,2007,Females,before age 30,0.0060,,Death
Melanoma of the skin,2007,Females,before age 35,0.0104,,Death
Melanoma of the skin,2007,Females,before age 40,0.0148,6750.0,Death
Melanoma of the skin,2007,Females,before age 45,0.0267,3740.0,Death
Melanoma of the skin,2007,Females,before age 50,0.0387,2581.0,Death
Melanoma of the skin,2007,Females,before age 55,0.0520,1923.0,Death
Melanoma of the skin,2007,Females,before age 60,0.0798,1253.0,Death
Melanoma of the skin,2007,Females,before age 65,0.1118,895.0,Death
Melanoma of the skin,2007,Females,before age 70,0.1517,659.0,Death
Melanoma of the skin,2007,Females,before age 75,0.2125,471.0,Death
Melanoma of the skin,2007,Females,before age 80,0.2827,354.0,Death
Melanoma of the skin,2007,Females,before age 85,0.3622,276.0,Death
Melanoma of the skin,2007,Females,before age 90,0.4462,224.0,Death
Melanoma of the skin,2007,Females,Lifetime,0.5546,180.0,Death
Melanoma of the skin,2007,Persons,before age  5,0.0000,,Death
Melanoma of the skin,2007,Persons,before age 10,0.0000,,Death
Melanoma of the skin,2007,Persons,before age 15,0.0000,,Death
Melanoma of the skin,2007,Persons,before age 20,0.0003,,Death
Melanoma of the skin,2007,Persons,before age 25,0.0016,,Death
Melanoma of the skin,2007,Persons,before age 30,0.0065,15358.0,Death
Melanoma of the skin,2007,Persons,before age 35,0.0109,9211.0,Death
Melanoma of the skin,2007,Persons,before age 40,0.0181,5519.0,Death
Melanoma of the skin,2007,Persons,before age 45,0.0286,3497.0,Death
Melanoma of the skin,2007,Persons,before age 50,0.0454,2204.0,Death
Melanoma of the skin,2007,Persons,before age 55,0.0674,1483.0,Death
Melanoma of the skin,2007,Persons,before age 60,0.1024,976.0,Death
Melanoma of the skin,2007,Persons,before age 65,0.1584,631.0,Death
Melanoma of the skin,2007,Persons,before age 70,0.2289,437.0,Death
Melanoma of the skin,2007,Persons,before age 75,0.3398,294.0,Death
Melanoma of the skin,2007,Persons,before age 80,0.4698,213.0,Death
Melanoma of the skin,2007,Persons,before age 85,0.6124,163.0,Death
Melanoma of the skin,2007,Persons,before age 90,0.7437,134.0,Death
Melanoma of the skin,2007,Persons,Lifetime,0.8683,115.0,Death
Melanoma of the skin,2007,Males,before age  5,0.0000,,Death
Melanoma of the skin,2007,Males,before age 10,0.0000,,Death
Melanoma of the skin,2007,Males,before age 15,0.0000,,Death
Melanoma of the skin,2007,Males,before age 20,0.0000,,Death
Melanoma of the skin,2007,Males,before age 25,0.0000,,Death
Melanoma of the skin,2007,Males,before age 30,0.0034,,Death
Melanoma of the skin,2007,Males,before age 35,0.0075,,Death
Melanoma of the skin,2007,Males,before age 40,0.0145,6903.0,Death
Melanoma of the skin,2007,Males,before age 45,0.0317,3155.0,Death
Melanoma of the skin,2007,Males,before age 50,0.0540,1853.0,Death
Melanoma of the skin,2007,Males,before age 55,0.0944,1060.0,Death
Melanoma of the skin,2007,Males,before age 60,0.1440,695.0,Death
Melanoma of the skin,2007,Males,before age 65,0.2282,438.0,Death
Melanoma of the skin,2007,Males,before age 70,0.3471,288.0,Death
Melanoma of the skin,2007,Males,before age 75,0.4857,206.0,Death
Melanoma of the skin,2007,Males,before age 80,0.6702,149.0,Death
Melanoma of the skin,2007,Males,before age 85,0.9177,109.0,Death
Melanoma of the skin,2007,Males,before age 90,1.0989,91.0,Death
Melanoma of the skin,2007,Males,Lifetime,1.2491,80.0,Death
Melanoma of the skin,2007,Females,before age  5,0.0000,,Death
Melanoma of the skin,2007,Females,before age 10,0.0000,,Death
Melanoma of the skin,2007,Females,before age 15,0.0000,,Death
Melanoma of the skin,2007,Females,before age 20,0.0000,,Death
Melanoma of the skin,2007,Females,before age 25,0.0000,,Death
Melanoma of the skin,2007,Females,before age 30,0.0017,,Death
Melanoma of the skin,2007,Females,before age 35,0.0078,,Death
Melanoma of the skin,2007,Females,before age 40,0.0141,7086.0,Death
Melanoma of the skin,2007,Females,before age 45,0.0253,3960.0,Death
Melanoma of the skin,2007,Females,before age 50,0.0423,2363.0,Death
Melanoma of the skin,2007,Females,before age 55,0.0671,1490.0,Death
Melanoma of the skin,2007,Females,before age 60,0.0930,1076.0,Death
Melanoma of the skin,2007,Females,before age 65,0.1251,799.0,Death
Melanoma of the skin,2007,Females,before age 70,0.1578,634.0,Death
Melanoma of the skin,2007,Females,before age 75,0.2135,468.0,Death
Melanoma of the skin,2007,Females,before age 80,0.2826,354.0,Death
Melanoma of the skin,2007,Females,before age 85,0.3744,267.0,Death
Melanoma of the skin,2007,Females,before age 90,0.4522,221.0,Death
Melanoma of the skin,2007,Females,Lifetime,0.5419,185.0,Death
Melanoma of the skin,2007,Persons,before age  5,0.0000,,Death
Melanoma of the skin,2007,Persons,before age 10,0.0000,,Death
Melanoma of the skin,2007,Persons,before age 15,0.0000,,Death
Melanoma of the skin,2007,Persons,before age 20,0.0000,,Death
Melanoma of the skin,2007,Persons,before age 25,0.0000,,Death
Melanoma of the skin,2007,Persons,before age 30,0.0026,,Death
Melanoma of the skin,2007,Persons,before age 35,0.0077,13071.0,Death
Melanoma of the skin,2007,Persons,before age 40,0.0143,6992.0,Death
Melanoma of the skin,2007,Persons,before age 45,0.0285,3514.0,Death
Melanoma of the skin,2007,Persons,before age 50,0.0481,2078.0,Death
Melanoma of the skin,2007,Persons,before age 55,0.0807,1239.0,Death
Melanoma of the skin,2007,Persons,before age 60,0.1184,844.0,Death
Melanoma of the skin,2007,Persons,before age 65,0.1769,565.0,Death
Melanoma of the skin,2007,Persons,before age 70,0.2538,394.0,Death
Melanoma of the skin,2007,Persons,before age 75,0.3521,284.0,Death
Melanoma of the skin,2007,Persons,before age 80,0.4797,208.0,Death
Melanoma of the skin,2007,Persons,before age 85,0.6477,154.0,Death
Melanoma of the skin,2007,Persons,before age 90,0.7728,129.0,Death
Melanoma of the skin,2007,Persons,Lifetime,0.8857,113.0,Death
Melanoma of the skin,2007,Males,before age  5,0.0000,,Death
Melanoma of the skin,2007,Males,before age 10,0.0000,,Death
Melanoma of the skin,2007,Males,before age 15,0.0000,,Death
Melanoma of the skin,2007,Males,before age 20,0.0000,,Death
Melanoma of the skin,2007,Males,before age 25,0.0012,,Death
Melanoma of the skin,2007,Males,before age 30,0.0040,,Death
Melanoma of the skin,2007,Males,before age 35,0.0074,,Death
Melanoma of the skin,2007,Males,before age 40,0.0156,6396.0,Death
Melanoma of the skin,2007,Males,before age 45,0.0275,3641.0,Death
Melanoma of the skin,2007,Males,before age 50,0.0421,2377.0,Death
Melanoma of the skin,2007,Males,before age 55,0.0741,1349.0,Death
Melanoma of the skin,2007,Males,before age 60,0.1208,828.0,Death
Melanoma of the skin,2007,Males,before age 65,0.1968,508.0,Death
Melanoma of the skin,2007,Males,before age 70,0.2762,362.0,Death
Melanoma of the skin,2007,Males,before age 75,0.3933,254.0,Death
Melanoma of the skin,2007,Males,before age 80,0.5814,172.0,Death
Melanoma of the skin,2007,Males,before age 85,0.7973,125.0,Death
Melanoma of the skin,2007,Males,before age 90,0.9623,104.0,Death
Melanoma of the skin,2007,Males,Lifetime,1.0747,93.0,Death
Melanoma of the skin,2007,Females,before age  5,0.0000,,Death
Melanoma of the skin,2007,Females,before age 10,0.0000,,Death
Melanoma of the skin,2007,Females,before age 15,0.0000,,Death
Melanoma of the skin,2007,Females,before age 20,0.0000,,Death
Melanoma of the skin,2007,Females,before age 25,0.0006,,Death
Melanoma of the skin,2007,Females,before age 30,0.0035,,Death
Melanoma of the skin,2007,Females,before age 35,0.0058,,Death
Melanoma of the skin,2007,Females,before age 40,0.0102,,Death
Melanoma of the skin,2007,Females,before age 45,0.0178,5609.0,Death
Melanoma of the skin,2007,Females,before age 50,0.0341,2931.0,Death
Melanoma of the skin,2007,Females,before age 55,0.0495,2022.0,Death
Melanoma of the skin,2007,Females,before age 60,0.0761,1314.0,Death
Melanoma of the skin,2007,Females,before age 65,0.1054,949.0,Death
Melanoma of the skin,2007,Females,before age 70,0.1459,686.0,Death
Melanoma of the skin,2007,Females,before age 75,0.2053,487.0,Death
Melanoma of the skin,2007,Females,before age 80,0.2596,385.0,Death
Melanoma of the skin,2007,Females,before age 85,0.3457,289.0,Death
Melanoma of the skin,2007,Females,before age 90,0.4289,233.0,Death
Melanoma of the skin,2007,Females,Lifetime,0.5154,194.0,Death
Melanoma of the skin,2007,Persons,before age  5,0.0000,,Death
Melanoma of the skin,2007,Persons,before age 10,0.0000,,Death
Melanoma of the skin,2007,Persons,before age 15,0.0000,,Death
Melanoma of the skin,2007,Persons,before age 20,0.0000,,Death
Melanoma of the skin,2007,Persons,before age 25,0.0009,,Death
Melanoma of the skin,2007,Persons,before age 30,0.0037,,Death
Melanoma of the skin,2007,Persons,before age 35,0.0066,15120.0,Death
Melanoma of the skin,2007,Persons,before age 40,0.0129,7727.0,Death
Melanoma of the skin,2007,Persons,before age 45,0.0226,4415.0,Death
Melanoma of the skin,2007,Persons,before age 50,0.0381,2625.0,Death
Melanoma of the skin,2007,Persons,before age 55,0.0618,1619.0,Death
Melanoma of the skin,2007,Persons,before age 60,0.0984,1016.0,Death
Melanoma of the skin,2007,Persons,before age 65,0.1512,661.0,Death
Melanoma of the skin,2007,Persons,before age 70,0.2117,472.0,Death
Melanoma of the skin,2007,Persons,before age 75,0.3007,333.0,Death
Melanoma of the skin,2007,Persons,before age 80,0.4227,237.0,Death
Melanoma of the skin,2007,Persons,before age 85,0.5724,175.0,Death
Melanoma of the skin,2007,Persons,before age 90,0.6932,144.0,Death
Melanoma of the skin,2007,Persons,Lifetime,0.7882,127.0,Death
Melanoma of the skin,2007,Males,before age  5,0.0000,,Death
Melanoma of the skin,2007,Males,before age 10,0.0000,,Death
Melanoma of the skin,2007,Males,before age 15,0.0000,,Death
Melanoma of the skin,2007,Males,before age 20,0.0000,,Death
Melanoma of the skin,2007,Males,before age 25,0.0006,,Death
Melanoma of the skin,2007,Males,before age 30,0.0033,,Death
Melanoma of the skin,2007,Males,before age 35,0.0062,,Death
Melanoma of the skin,2007,Males,before age 40,0.0174,5755.0,Death
Melanoma of the skin,2007,Males,before age 45,0.0316,3162.0,Death
Melanoma of the skin,2007,Males,before age 50,0.0492,2033.0,Death
Melanoma of the skin,2007,Males,before age 55,0.0813,1231.0,Death
Melanoma of the skin,2007,Males,before age 60,0.1231,812.0,Death
Melanoma of the skin,2007,Males,before age 65,0.1889,529.0,Death
Melanoma of the skin,2007,Males,before age 70,0.2673,374.0,Death
Melanoma of the skin,2007,Males,before age 75,0.3853,260.0,Death
Melanoma of the skin,2007,Males,before age 80,0.5275,190.0,Death
Melanoma of the skin,2007,Males,before age 85,0.7367,136.0,Death
Melanoma of the skin,2007,Males,before age 90,0.9242,108.0,Death
Melanoma of the skin,2007,Males,Lifetime,1.1063,90.0,Death
Melanoma of the skin,2007,Females,before age  5,0.0000,,Death
Melanoma of the skin,2007,Females,before age 10,0.0000,,Death
Melanoma of the skin,2007,Females,before age 15,0.0000,,Death
Melanoma of the skin,2007,Females,before age 20,0.0007,,Death
Melanoma of the skin,2007,Females,before age 25,0.0013,,Death
Melanoma of the skin,2007,Females,before age 30,0.0046,,Death
Melanoma of the skin,2007,Females,before age 35,0.0086,,Death
Melanoma of the skin,2007,Females,before age 40,0.0111,,Death
Melanoma of the skin,2007,Females,before age 45,0.0241,4155.0,Death
Melanoma of the skin,2007,Females,before age 50,0.0395,2533.0,Death
Melanoma of the skin,2007,Females,before age 55,0.0573,1745.0,Death
Melanoma of the skin,2007,Females,before age 60,0.0768,1302.0,Death
Melanoma of the skin,2007,Females,before age 65,0.1099,910.0,Death
Melanoma of the skin,2007,Females,before age 70,0.1451,689.0,Death
Melanoma of the skin,2007,Females,before age 75,0.2003,499.0,Death
Melanoma of the skin,2007,Females,before age 80,0.2604,384.0,Death
Melanoma of the skin,2007,Females,before age 85,0.3404,294.0,Death
Melanoma of the skin,2007,Females,before age 90,0.4343,230.0,Death
Melanoma of the skin,2007,Females,Lifetime,0.5265,190.0,Death
Melanoma of the skin,2007,Persons,before age  5,0.0000,,Death
Melanoma of the skin,2007,Persons,before age 10,0.0000,,Death
Melanoma of the skin,2007,Persons,before age 15,0.0000,,Death
Melanoma of the skin,2007,Persons,before age 20,0.0003,,Death
Melanoma of the skin,2007,Persons,before age 25,0.0009,,Death
Melanoma of the skin,2007,Persons,before age 30,0.0040,,Death
Melanoma of the skin,2007,Persons,before age 35,0.0074,13581.0,Death
Melanoma of the skin,2007,Persons,before age 40,0.0142,7020.0,Death
Melanoma of the skin,2007,Persons,before age 45,0.0278,3591.0,Death
Melanoma of the skin,2007,Persons,before age 50,0.0443,2256.0,Death
Melanoma of the skin,2007,Persons,before age 55,0.0692,1444.0,Death
Melanoma of the skin,2007,Persons,before age 60,0.0999,1001.0,Death
Melanoma of the skin,2007,Persons,before age 65,0.1494,669.0,Death
Melanoma of the skin,2007,Persons,before age 70,0.2068,484.0,Death
Melanoma of the skin,2007,Persons,before age 75,0.2942,340.0,Death
Melanoma of the skin,2007,Persons,before age 80,0.3960,253.0,Death
Melanoma of the skin,2007,Persons,before age 85,0.5396,185.0,Death
Melanoma of the skin,2007,Persons,before age 90,0.6774,148.0,Death
Melanoma of the skin,2007,Persons,Lifetime,0.8050,124.0,Death
Melanoma of the skin,2007,Males,before age  5,0.0000,,Death
Melanoma of the skin,2007,Males,before age 10,0.0000,,Death
Melanoma of the skin,2007,Males,before age 15,0.0000,,Death
Melanoma of the skin,2007,Males,before age 20,0.0007,,Death
Melanoma of the skin,2007,Males,before age 25,0.0012,,Death
Melanoma of the skin,2007,Males,before age 30,0.0023,,Death
Melanoma of the skin,2007,Males,before age 35,0.0067,,Death
Melanoma of the skin,2007,Males,before age 40,0.0159,6290.0,Death
Melanoma of the skin,2007,Males,before age 45,0.0279,3578.0,Death
Melanoma of the skin,2007,Males,before age 50,0.0427,2344.0,Death
Melanoma of the skin,2007,Males,before age 55,0.0638,1566.0,Death
Melanoma of the skin,2007,Males,before age 60,0.0985,1015.0,Death
Melanoma of the skin,2007,Males,before age 65,0.1416,706.0,Death
Melanoma of the skin,2007,Males,before age 70,0.2356,424.0,Death
Melanoma of the skin,2007,Males,before age 75,0.3302,303.0,Death
Melanoma of the skin,2007,Males,before age 80,0.4614,217.0,Death
Melanoma of the skin,2007,Males,before age 85,0.6234,160.0,Death
Melanoma of the skin,2007,Males,before age 90,0.7935,126.0,Death
Melanoma of the skin,2007,Males,Lifetime,0.9166,109.0,Death
Melanoma of the skin,2007,Females,before age  5,0.0000,,Death
Melanoma of the skin,2007,Females,before age 10,0.0000,,Death
Melanoma of the skin,2007,Females,before age 15,0.0000,,Death
Melanoma of the skin,2007,Females,before age 20,0.0000,,Death
Melanoma of the skin,2007,Females,before age 25,0.0000,,Death
Melanoma of the skin,2007,Females,before age 30,0.0011,,Death
Melanoma of the skin,2007,Females,before age 35,0.0033,,Death
Melanoma of the skin,2007,Females,before age 40,0.0057,,Death
Melanoma of the skin,2007,Females,before age 45,0.0118,8503.0,Death
Melanoma of the skin,2007,Females,before age 50,0.0183,5454.0,Death
Melanoma of the skin,2007,Females,before age 55,0.0325,3073.0,Death
Melanoma of the skin,2007,Females,before age 60,0.0478,2091.0,Death
Melanoma of the skin,2007,Females,before age 65,0.0718,1393.0,Death
Melanoma of the skin,2007,Females,before age 70,0.1028,973.0,Death
Melanoma of the skin,2007,Females,before age 75,0.1471,680.0,Death
Melanoma of the skin,2007,Females,before age 80,0.2126,470.0,Death
Melanoma of the skin,2007,Females,before age 85,0.2912,343.0,Death
Melanoma of the skin,2007,Females,before age 90,0.3627,276.0,Death
Melanoma of the skin,2007,Females,Lifetime,0.4663,214.0,Death
